,Unnamed: 0,Pump price in pence/litre (ULSP),Pump price in pence/litre (ULSD),Duty rate in pence/litre (ULSP),Duty rate in pence/litre (ULSD),VAT percentage rate (ULSP),VAT percentage rate (ULSD),Year
724,726,118.15,120.77,57.95,57.95,20.0,20.0,2017
725,727,118.08,120.78,57.95,57.95,20.0,20.0,2017
726,728,117.06,119.34,57.95,57.95,20.0,20.0,2017
727,729,115.6,117.65,57.95,57.95,20.0,20.0,2017
728,730,115.67,117.76,57.95,57.95,20.0,20.0,2017
729,731,115.79,117.88,57.95,57.95,20.0,20.0,2017
730,732,115.82,117.95,57.95,57.95,20.0,20.0,2017
731,733,115.69,117.76,57.95,57.95,20.0,20.0,2017
732,734,115.12,117.18,57.95,57.95,20.0,20.0,2017
733,735,114.43,116.26,57.95,57.95,20.0,20.0,2017
734,736,113.74,115.63,57.95,57.95,20.0,20.0,2017
735,737,113.58,115.29,57.95,57.95,20.0,20.0,2017
736,738,113.89,115.58,57.95,57.95,20.0,20.0,2017
737,739,113.99,115.73,57.95,57.95,20.0,20.0,2017
738,740,114.16,115.99,57.95,57.95,20.0,20.0,2017
739,741,114.78,116.64,57.95,57.95,20.0,20.0,2017
740,742,115.53,117.43,57.95,57.95,20.0,20.0,2017
741,743,116.04,118.05,57.95,57.95,20.0,20.0,2017
742,744,116.4,118.24,57.95,57.95,20.0,20.0,2017
743,745,116.95,118.77,57.95,57.95,20.0,20.0,2017
744,746,118.14,119.94,57.95,57.95,20.0,20.0,2017
745,747,118.85,120.59,57.95,57.95,20.0,20.0,2017
746,748,118.87,120.92,57.95,57.95,20.0,20.0,2017
747,749,118.13,120.37,57.95,57.95,20.0,20.0,2017
748,750,117.16,120.51,57.95,57.95,20.0,20.0,2017
749,751,117.01,120.42,57.95,57.95,20.0,20.0,2017
750,752,117.04,120.65,57.95,57.95,20.0,20.0,2017
751,753,117.06,120.63,57.95,57.95,20.0,20.0,2017
752,754,117.57,121.27,57.95,57.95,20.0,20.0,2017
753,755,118.91,122.69,57.95,57.95,20.0,20.0,2017
754,756,119.67,123.32,57.95,57.95,20.0,20.0,2017
755,757,120.13,123.79,57.95,57.95,20.0,20.0,2017
756,758,119.75,123.21,57.95,57.95,20.0,20.0,2017
757,759,119.91,123.69,57.95,57.95,20.0,20.0,2017
758,760,119.98,123.81,57.95,57.95,20.0,20.0,2017
759,761,120.0,123.43,57.95,57.95,20.0,20.0,2017
760,762,120.19,123.51,57.95,57.95,20.0,20.0,2018
761,763,120.52,123.97,57.95,57.95,20.0,20.0,2018
762,764,120.96,124.58,57.95,57.95,20.0,20.0,2018
763,765,121.5,125.07,57.95,57.95,20.0,20.0,2018
764,766,121.69,125.32,57.95,57.95,20.0,20.0,2018
765,767,121.73,125.36,57.95,57.95,20.0,20.0,2018
766,768,121.58,125.02,57.95,57.95,20.0,20.0,2018
767,769,120.52,124.18,57.95,57.95,20.0,20.0,2018
768,770,119.55,123.09,57.95,57.95,20.0,20.0,2018
769,771,119.29,122.92,57.95,57.95,20.0,20.0,2018
770,772,119.11,122.96,57.95,57.95,20.0,20.0,2018
771,773,119.17,122.84,57.95,57.95,20.0,20.0,2018
772,774,119.23,122.9,57.95,57.95,20.0,20.0,2018
773,775,119.43,123.05,57.95,57.95,20.0,20.0,2018
774,776,119.96,123.58,57.95,57.95,20.0,20.0,2018
775,777,120.56,124.29,57.95,57.95,20.0,20.0,2018
776,778,121.44,125.39,57.95,57.95,20.0,20.0,2018
777,779,122.22,126.01,57.95,57.95,20.0,20.0,2018
778,780,123.27,126.99,57.95,57.95,20.0,20.0,2018
779,781,124.32,128.28,57.95,57.95,20.0,20.0,2018
780,782,125.93,130.04,57.95,57.95,20.0,20.0,2018
781,783,127.58,131.66,57.95,57.95,20.0,20.0,2018
782,784,128.43,132.34,57.95,57.95,20.0,20.0,2018
783,785,128.61,132.62,57.95,57.95,20.0,20.0,2018
784,786,127.92,131.98,57.95,57.95,20.0,20.0,2018
785,787,127.18,131.27,57.95,57.95,20.0,20.0,2018
786,788,126.54,130.83,57.95,57.95,20.0,20.0,2018
787,789,126.97,131.53,57.95,57.95,20.0,20.0,2018
788,790,127.47,131.85,57.95,57.95,20.0,20.0,2018
789,791,127.5,131.9,57.95,57.95,20.0,20.0,2018
790,792,127.54,131.94,57.95,57.95,20.0,20.0,2018
791,793,128.02,132.39,57.95,57.95,20.0,20.0,2018
792,794,128.39,132.56,57.95,57.95,20.0,20.0,2018
793,795,128.79,132.97,57.95,57.95,20.0,20.0,2018
794,796,129.18,133.2,57.95,57.95,20.0,20.0,2018
795,797,129.76,133.67,57.95,57.95,20.0,20.0,2018
796,798,130.24,134.31,57.95,57.95,20.0,20.0,2018
797,799,130.59,134.57,57.95,57.95,20.0,20.0,2018
798,800,130.59,134.77,57.95,57.95,20.0,20.0,2018
799,801,129.98,134.86,57.95,57.95,20.0,20.0,2018
800,802,130.15,135.53,57.95,57.95,20.0,20.0,2018
801,803,130.81,136.63,57.95,57.95,20.0,20.0,2018
802,804,130.98,136.93,57.95,57.95,20.0,20.0,2018
803,805,130.64,136.99,57.95,57.95,20.0,20.0,2018
804,806,130.11,137.03,57.95,57.95,20.0,20.0,2018
805,807,128.94,137.08,57.95,57.95,20.0,20.0,2018
806,808,127.4,136.38,57.95,57.95,20.0,20.0,2018
807,809,125.77,135.43,57.95,57.95,20.0,20.0,2018
808,810,124.3,134.38,57.95,57.95,20.0,20.0,2018
809,811,122.37,132.5,57.95,57.95,20.0,20.0,2018
810,812,121.02,131.26,57.95,57.95,20.0,20.0,2018
811,813,120.61,130.91,57.95,57.95,20.0,20.0,2018
812,814,120.18,130.26,57.95,57.95,20.0,20.0,2018
813,815,120.27,130.33,57.95,57.95,20.0,20.0,2019
814,816,119.53,129.47,57.95,57.95,20.0,20.0,2019
815,817,119.12,128.92,57.95,57.95,20.0,20.0,2019
816,818,119.29,129.1,57.95,57.95,20.0,20.0,2019
817,819,119.13,129.13,57.95,57.95,20.0,20.0,2019
818,820,118.97,129.17,57.95,57.95,20.0,20.0,2019
819,821,119.05,129.23,57.95,57.95,20.0,20.0,2019
820,822,119.22,129.66,57.95,57.95,20.0,20.0,2019
821,823,119.72,130.25,57.95,57.95,20.0,20.0,2019
822,824,120.1,130.59,57.95,57.95,20.0,20.0,2019
823,825,120.48,130.85,57.95,57.95,20.0,20.0,2019
824,826,120.83,131.15,57.95,57.95,20.0,20.0,2019
825,827,121.7,131.48,57.95,57.95,20.0,20.0,2019
826,828,122.75,132.08,57.95,57.95,20.0,20.0,2019
827,829,124.06,132.96,57.95,57.95,20.0,20.0,2019
828,830,125.43,133.99,57.95,57.95,20.0,20.0,2019
829,831,126.36,134.6,57.95,57.95,20.0,20.0,2019
830,832,127.5,135.41,57.95,57.95,20.0,20.0,2019
831,833,127.97,135.36,57.95,57.95,20.0,20.0,2019
832,834,128.51,135.82,57.95,57.95,20.0,20.0,2019
833,835,129.14,136.45,57.95,57.95,20.0,20.0,2019
834,836,129.41,136.39,57.95,57.95,20.0,20.0,2019
835,837,128.89,135.4,57.95,57.95,20.0,20.0,2019
836,838,127.66,133.76,57.95,57.95,20.0,20.0,2019
837,839,126.66,131.81,57.95,57.95,20.0,20.0,2019
838,840,126.49,131.55,57.95,57.95,20.0,20.0,2019
839,841,126.86,131.68,57.95,57.95,20.0,20.0,2019
840,842,127.13,131.86,57.95,57.95,20.0,20.0,2019
841,843,127.81,132.21,57.95,57.95,20.0,20.0,2019
842,844,128.03,132.6,57.95,57.95,20.0,20.0,2019
843,845,128.37,132.61,57.95,57.95,20.0,20.0,2019
844,846,128.36,132.59,57.95,57.95,20.0,20.0,2019
845,847,128.17,132.6,57.95,57.95,20.0,20.0,2019
846,848,128.22,132.51,57.95,57.95,20.0,20.0,2019
847,849,127.86,132.29,57.95,57.95,20.0,20.0,2019
848,850,127.79,131.89,57.95,57.95,20.0,20.0,2019
849,851,126.92,131.35,57.95,57.95,20.0,20.0,2019
850,852,126.78,131.52,57.95,57.95,20.0,20.0,2019
851,853,126.92,131.83,57.95,57.95,20.0,20.0,2019
852,854,126.87,131.82,57.95,57.95,20.0,20.0,2019
853,855,126.91,131.89,57.95,57.95,20.0,20.0,2019
854,856,126.4,131.28,57.95,57.95,20.0,20.0,2019
855,857,125.77,130.6,57.95,57.95,20.0,20.0,2019
856,858,125.56,130.38,57.95,57.95,20.0,20.0,2019
857,859,125.59,130.42,57.95,57.95,20.0,20.0,2019
858,860,125.58,130.35,57.95,57.95,20.0,20.0,2019
859,861,125.32,130.08,57.95,57.95,20.0,20.0,2019
860,862,124.81,129.79,57.95,57.95,20.0,20.0,2019
861,863,124.75,129.79,57.95,57.95,20.0,20.0,2019
862,864,124.33,129.56,57.95,57.95,20.0,20.0,2019
863,865,124.16,129.81,57.95,57.95,20.0,20.0,2019
864,866,124.96,130.54,57.95,57.95,20.0,20.0,2019
865,867,126.09,131.56,57.95,57.95,20.0,20.0,2020
866,868,127.17,132.69,57.95,57.95,20.0,20.0,2020
867,869,127.18,132.74,57.95,57.95,20.0,20.0,2020
868,870,127.33,132.88,57.95,57.95,20.0,20.0,2020
869,871,125.85,131.48,57.95,57.95,20.0,20.0,2020
870,872,124.73,129.7,57.95,57.95,20.0,20.0,2020
871,873,123.8,128.2,57.95,57.95,20.0,20.0,2020
872,874,123.45,127.67,57.95,57.95,20.0,20.0,2020
873,875,122.43,126.62,57.95,57.95,20.0,20.0,2020
874,876,122.24,126.25,57.95,57.95,20.0,20.0,2020
875,877,120.33,124.36,57.95,57.95,20.0,20.0,2020
876,878,119.64,123.41,57.95,57.95,20.0,20.0,2020
877,879,112.45,118.6,57.95,57.95,20.0,20.0,2020
878,880,110.23,116.83,57.95,57.95,20.0,20.0,2020
879,881,109.27,116.15,57.95,57.95,20.0,20.0,2020
880,882,108.63,115.73,57.95,57.95,20.0,20.0,2020
881,883,107.88,115.22,57.95,57.95,20.0,20.0,2020
882,884,107.56,114.94,57.95,57.95,20.0,20.0,2020
883,885,107.45,114.83,57.95,57.95,20.0,20.0,2020
884,886,105.09,112.22,57.95,57.95,20.0,20.0,2020
885,887,104.87,111.7,57.95,57.95,20.0,20.0,2020
886,888,105.17,111.76,57.95,57.95,20.0,20.0,2020
887,889,105.74,111.98,57.95,57.95,20.0,20.0,2020
888,890,106.37,112.53,57.95,57.95,20.0,20.0,2020
889,891,107.13,112.98,57.95,57.95,20.0,20.0,2020
890,892,108.31,114.1,57.95,57.95,20.0,20.0,2020
891,893,109.43,115.05,57.95,57.95,20.0,20.0,2020
892,894,111.24,116.75,57.95,57.95,20.0,20.0,2020
893,895,112.23,117.35,57.95,57.95,20.0,20.0,2020
894,896,112.66,117.76,57.95,57.95,20.0,20.0,2020
895,897,112.91,117.97,57.95,57.95,20.0,20.0,2020
896,898,113.02,118.01,57.95,57.95,20.0,20.0,2020
897,899,113.04,118.0,57.95,57.95,20.0,20.0,2020
898,900,113.22,118.14,57.95,57.95,20.0,20.0,2020
899,901,113.29,118.18,57.95,57.95,20.0,20.0,2020
900,902,113.37,118.22,57.95,57.95,20.0,20.0,2020
901,903,113.32,118.18,57.95,57.95,20.0,20.0,2020
902,904,113.31,118.16,57.95,57.95,20.0,20.0,2020
903,905,113.3,118.14,57.95,57.95,20.0,20.0,2020
904,906,113.26,118.11,57.95,57.95,20.0,20.0,2020
905,907,113.19,118.05,57.95,57.95,20.0,20.0,2020
906,908,113.18,118.08,57.95,57.95,20.0,20.0,2020
907,909,113.14,118.08,57.95,57.95,20.0,20.0,2020
908,910,113.11,118.06,57.95,57.95,20.0,20.0,2020
